Animal ID,Datetime_of_Intake,MonthYear_of_Intake,Found Location,Intake Type,Intake Condition,Sex upon Intake,Age upon Intake,Name,Datetime_of_Outcome,MonthYear_of_Outcome,Date of Birth,Outcome Type,Outcome Subtype,Animal Type,Sex upon Outcome,Age upon Outcome,Breed,Color,Length_of_Stay
A782860,2018-10-22 12:12:00,10/22/2018 12:12,2701 East 7Th Street in Austin (TX),Stray,Normal,Intact Female,2 weeks,,2018-10-22 00:00:00,10/22/2018 0:00,10/7/2018,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Black,-1 days +11:48:00.000000000
A786943,2019-01-04 19:14:00,1/4/2019 19:14,Dittmar in Austin (TX),Wildlife,Normal,Unknown,1 year,,2019-01-04 12:10:00,1/4/2019 12:10,1/4/2018,Disposal,,Other,Unknown,1 year,Bat Mix,Brown,-1 days +16:56:00.000000000
A788111,2019-02-07 12:33:00,2/7/2019 12:33,Cameron Loop And Davis Lane in Austin (TX),Stray,Normal,Intact Male,6 months,Big Boy,2019-02-07 11:36:00,2/7/2019 11:36,7/26/2018,Return to Owner,,Dog,Intact Male,6 months,Beagle Mix,Tan/Black,-1 days +23:03:00.000000000
A788114,2019-02-07 12:33:00,2/7/2019 12:33,Cameron Loop And Davis Lane in Austin (TX),Stray,Normal,Intact Female,6 months,Luu,2019-02-07 11:35:00,2/7/2019 11:35,7/26/2018,Return to Owner,,Dog,Intact Female,6 months,Beagle/German Shepherd,Black/Tan,-1 days +23:02:00.000000000
A789193,2019-02-17 11:18:00,2/17/2019 11:18,Travis (TX),Owner Surrender,Normal,Intact Female,5 days,,2019-02-17 00:00:00,2/17/2019 0:00,2/12/2019,Transfer,Partner,Dog,Intact Female,5 days,Miniature Poodle Mix,White,-1 days +12:42:00.000000000
A789194,2019-02-17 11:27:00,2/17/2019 11:27,8301 Bowling Green Drive in Austin (TX),Owner Surrender,Sick,Intact Female,1 month,,2019-02-17 00:00:00,2/17/2019 0:00,1/1/2019,Transfer,Partner,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby,-1 days +12:33:00.000000000
A789684,2019-02-25 17:25:00,2/25/2019 17:25,1106 Payne Avenue in Austin (TX),Stray,Normal,Intact Female,3 weeks,,2019-02-25 00:00:00,2/25/2019 0:00,2/1/2019,Transfer,Partner,Cat,Intact Female,3 weeks,Domestic Shorthair Mix,Black,-1 days +06:35:00.000000000
A789709,2019-02-26 12:13:00,2/26/2019 12:13,5516 Victory Gallop Drive in Travis (TX),Stray,Normal,Unknown,1 day,,2019-02-26 00:00:00,2/26/2019 0:00,2/25/2019,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White,-1 days +11:47:00.000000000
A789710,2019-02-26 12:13:00,2/26/2019 12:13,5516 Victory Gallop Drive in Travis (TX),Stray,Normal,Unknown,1 day,,2019-02-26 00:00:00,2/26/2019 0:00,2/25/2019,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby/White,-1 days +11:47:00.000000000
A790081,2019-11-21 07:42:00,11/21/2019 7:42,10302 Brownie Dr in Austin (TX),Owner Surrender,Injured,Intact Female,1 year,Luna,2019-11-21 00:00:00,11/21/2019 0:00,1/1/2018,Euthanasia,At Vet,Dog,Intact Female,1 year,Alaskan Husky Mix,Black/Tan,-1 days +16:18:00.000000000
A790461,2019-03-11 07:55:00,3/11/2019 7:55,8239 Sigrid in Austin (TX),Owner Surrender,Sick,Intact Male,4 years,Rex,2019-03-11 00:00:00,3/11/2019 0:00,3/10/2015,Transfer,Partner,Dog,Intact Male,4 years,German Shepherd,Black/Brown,-1 days +16:05:00.000000000
A790461,2019-03-11 16:36:00,3/11/2019 16:36,Austin (TX),Stray,Normal,Intact Male,4 years,Rex,2019-03-11 16:15:00,3/11/2019 16:15,3/10/2015,Transfer,Partner,Dog,Intact Male,4 years,German Shepherd,Black/Brown,-1 days +23:39:00.000000000
A791114,2019-03-21 14:06:00,3/21/2019 14:06,Austin (TX),Owner Surrender,Sick,Intact Male,2 months,Zephyr,2019-03-21 00:00:00,3/21/2019 0:00,1/6/2019,Transfer,Partner,Dog,Intact Male,2 months,Australian Cattle Dog Mix,White,-1 days +09:54:00.000000000
A792015,2019-04-04 13:28:00,4/4/2019 13:28,Zurick Drive And Alphine Drive in Travis (TX),Stray,Normal,Intact Female,1 day,,2019-04-04 00:00:00,4/4/2019 0:00,4/3/2019,Transfer,Partner,Cat,Intact Female,1 day,Domestic Shorthair Mix,Blue Tabby/White,-1 days +10:32:00.000000000
A792177,2019-04-07 15:34:00,4/7/2019 15:34,4705 Leather Leaf Trail in Austin (TX),Stray,Normal,Intact Male,1 weeks,,2019-04-07 00:00:00,4/7/2019 0:00,3/25/2019,Transfer,Partner,Cat,Intact Male,1 weeks,Domestic Shorthair Mix,Cream,-1 days +08:26:00.000000000
A792178,2019-04-07 15:34:00,4/7/2019 15:34,4705 Leather Leaf Trail in Austin (TX),Stray,Normal,Intact Female,1 weeks,,2019-04-07 00:00:00,4/7/2019 0:00,3/25/2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Cream,-1 days +08:26:00.000000000
A792179,2019-04-07 15:34:00,4/7/2019 15:34,4705 Leather Leaf Trail in Austin (TX),Stray,Normal,Intact Female,1 weeks,,2019-04-07 00:00:00,4/7/2019 0:00,3/25/2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Tortie,-1 days +08:26:00.000000000
A792180,2019-04-07 15:34:00,4/7/2019 15:34,4705 Leather Leaf Trail in Austin (TX),Stray,Normal,Intact Female,1 weeks,,2019-04-07 00:00:00,4/7/2019 0:00,3/25/2019,Transfer,Partner,Cat,Intact Female,1 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +08:26:00.000000000
A793173,2019-04-20 14:38:00,4/20/2019 14:38,Vargas And Felix in Austin (TX),Stray,Injured,Intact Male,9 months,,2019-04-20 00:00:00,4/20/2019 0:00,7/20/2018,Euthanasia,Suffering,Dog,Intact Male,9 months,Miniature Schnauzer Mix,White,-1 days +09:22:00.000000000
A793511,2019-04-26 12:43:00,4/26/2019 12:43,4701 San Simon in Austin (TX),Stray,Nursing,Unknown,3 weeks,,2019-04-26 00:00:00,4/26/2019 0:00,4/4/2019,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:17:00.000000000
A793512,2019-04-26 12:43:00,4/26/2019 12:43,4701 San Simon in Austin (TX),Stray,Nursing,Unknown,3 weeks,,2019-04-26 00:00:00,4/26/2019 0:00,4/4/2019,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:17:00.000000000
A793513,2019-04-26 12:43:00,4/26/2019 12:43,4701 San Simon in Austin (TX),Stray,Nursing,Unknown,3 weeks,,2019-04-26 00:00:00,4/26/2019 0:00,4/4/2019,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:17:00.000000000
A793514,2019-04-26 12:43:00,4/26/2019 12:43,4701 San Simon in Austin (TX),Stray,Nursing,Unknown,3 weeks,,2019-04-26 00:00:00,4/26/2019 0:00,4/4/2019,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:17:00.000000000
A793515,2019-04-26 12:43:00,4/26/2019 12:43,4701 San Simon in Austin (TX),Stray,Nursing,Unknown,3 weeks,,2019-04-26 00:00:00,4/26/2019 0:00,4/4/2019,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,Brown Tabby,-1 days +11:17:00.000000000
A793516,2019-04-26 12:43:00,4/26/2019 12:43,4701 San Simon in Austin (TX),Stray,Nursing,Unknown,3 weeks,,2019-04-26 00:00:00,4/26/2019 0:00,4/4/2019,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White,-1 days +11:17:00.000000000
A793517,2019-04-26 12:43:00,4/26/2019 12:43,4701 San Simon in Austin (TX),Stray,Nursing,Unknown,3 weeks,,2019-04-26 00:00:00,4/26/2019 0:00,4/4/2019,Transfer,Partner,Cat,Unknown,3 weeks,Domestic Shorthair Mix,White,-1 days +11:17:00.000000000
A793523,2019-04-26 13:39:00,4/26/2019 13:39,1108 Kramer in Austin (TX),Stray,Nursing,Unknown,1 day,,2019-04-26 00:00:00,4/26/2019 0:00,4/25/2019,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby,-1 days +10:21:00.000000000
A793524,2019-04-26 13:39:00,4/26/2019 13:39,1108 Kramer in Austin (TX),Stray,Nursing,Unknown,1 day,,2019-04-26 00:00:00,4/26/2019 0:00,4/25/2019,Transfer,Partner,Cat,Unknown,1 day,Domestic Shorthair Mix,Brown Tabby,-1 days +10:21:00.000000000
A793539,2019-04-26 15:07:00,4/26/2019 15:07,Buell Avenue in Austin (TX),Stray,Normal,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,-1 days +08:53:00.000000000
A793540,2019-04-26 15:07:00,4/26/2019 15:07,Buell Avenue in Austin (TX),Stray,Normal,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,-1 days +08:53:00.000000000
A793541,2019-04-26 15:07:00,4/26/2019 15:07,Buell Avenue in Austin (TX),Stray,Normal,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,-1 days +08:53:00.000000000
A793542,2019-04-26 15:07:00,4/26/2019 15:07,Buell Avenue in Austin (TX),Stray,Normal,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Cat,Unknown,2 days,Domestic Shorthair Mix,Brown Tabby,-1 days +08:53:00.000000000
A793554,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793555,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793556,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793557,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793558,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793559,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793560,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793562,2019-04-26 16:41:00,4/26/2019 16:41,Austin (TX),Owner Surrender,Nursing,Unknown,2 days,,2019-04-26 00:00:00,4/26/2019 0:00,4/24/2019,Transfer,Partner,Dog,Unknown,2 days,Labrador Retriever Mix,Brown,-1 days +07:19:00.000000000
A793607,2019-04-27 13:05:00,4/27/2019 13:05,12517 Campana Drive in Travis (TX),Stray,Normal,Unknown,1 week,,2019-04-27 00:00:00,4/27/2019 0:00,4/20/2019,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Black Tabby,-1 days +10:55:00.000000000
A793608,2019-04-27 13:05:00,4/27/2019 13:05,12517 Campana Drive in Travis (TX),Stray,Normal,Unknown,1 week,,2019-04-27 00:00:00,4/27/2019 0:00,4/20/2019,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby/White,-1 days +10:55:00.000000000
A793609,2019-04-27 13:05:00,4/27/2019 13:05,12517 Campana Drive in Travis (TX),Stray,Normal,Unknown,1 week,,2019-04-27 00:00:00,4/27/2019 0:00,4/20/2019,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,-1 days +10:55:00.000000000
A793610,2019-04-27 13:05:00,4/27/2019 13:05,12517 Campana Drive in Travis (TX),Stray,Normal,Unknown,1 week,,2019-04-27 00:00:00,4/27/2019 0:00,4/20/2019,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,-1 days +10:55:00.000000000
A793611,2019-04-27 13:05:00,4/27/2019 13:05,12517 Campana Drive in Travis (TX),Stray,Normal,Unknown,1 week,,2019-04-27 00:00:00,4/27/2019 0:00,4/20/2019,Transfer,Partner,Cat,Unknown,1 week,Domestic Shorthair Mix,Brown Tabby,-1 days +10:55:00.000000000
A794482,2019-05-08 16:55:00,5/8/2019 16:55,Rundberg And Parkfield in Austin (TX),Stray,Normal,Unknown,1 year,,2019-05-08 11:08:00,5/8/2019 11:08,5/8/2018,Transfer,Partner,Bird,Unknown,1 year,Pigeon,Gray,-1 days +18:13:00.000000000
A795308,2019-05-19 11:52:00,5/19/2019 11:52,8885 Research Boulevard in Austin (TX),Stray,Nursing,Unknown,1 weeks,,2019-05-19 00:00:00,5/19/2019 0:00,5/10/2019,Transfer,Partner,Cat,Unknown,1 weeks,Domestic Shorthair,Gray,-1 days +12:08:00.000000000
A795525,2019-05-21 15:16:00,5/21/2019 15:16,1200 East 52Nd Street in Austin (TX),Stray,Normal,Unknown,2 weeks,*279 Grams,2019-05-21 00:00:00,5/21/2019 0:00,5/6/2019,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby,-1 days +08:44:00.000000000
A795526,2019-05-21 15:16:00,5/21/2019 15:16,1200 East 52Nd Street in Austin (TX),Stray,Normal,Unknown,2 weeks,*330 Grams,2019-05-21 00:00:00,5/21/2019 0:00,5/6/2019,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby,-1 days +08:44:00.000000000
A795527,2019-05-21 15:16:00,5/21/2019 15:16,1200 East 52Nd Street in Austin (TX),Stray,Normal,Unknown,2 weeks,*319 Grams,2019-05-21 00:00:00,5/21/2019 0:00,5/6/2019,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby,-1 days +08:44:00.000000000
A795528,2019-05-21 15:16:00,5/21/2019 15:16,1200 East 52Nd Street in Austin (TX),Stray,Normal,Unknown,2 weeks,*260 Grams,2019-05-21 00:00:00,5/21/2019 0:00,5/6/2019,Transfer,Partner,Cat,Unknown,2 weeks,Domestic Shorthair,Brown Tabby,-1 days +08:44:00.000000000
A796996,2019-06-08 11:27:00,6/8/2019 11:27,1709 East Highway 71 in Austin (TX),Stray,Normal,Intact Female,2 years,,2019-06-08 00:00:00,6/8/2019 0:00,6/8/2017,Transfer,Snr,Cat,Intact Female,2 years,Domestic Shorthair Mix,Calico,-1 days +12:33:00.000000000
A798137,2019-06-22 10:42:00,6/22/2019 10:42,3309 Peavy Street in Austin (TX),Stray,Sick,Intact Female,1 month,,2019-06-22 10:37:00,6/22/2019 10:37,4/30/2019,Died,At Vet,Cat,Intact Female,1 month,Domestic Shorthair Mix,Brown Tabby/White,-1 days +23:55:00.000000000
A798524,2019-06-26 19:12:00,6/26/2019 19:12,7201 Levander Loop in Austin (TX),Stray,Normal,Unknown,1 month,,2019-06-26 00:00:00,6/26/2019 0:00,4/26/2019,Died,At Vet,Cat,Unknown,1 month,Domestic Medium Hair,Orange Tabby,-1 days +04:48:00.000000000
A798559,2019-06-27 14:44:00,6/27/2019 14:44,Travis (TX),Owner Surrender,Normal,Intact Female,1 month,*Catherine,2019-06-27 00:00:00,6/27/2019 0:00,5/5/2019,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever/Border Collie,Black/White,-1 days +09:16:00.000000000
A798560,2019-06-27 14:44:00,6/27/2019 14:44,Travis (TX),Owner Surrender,Normal,Intact Female,1 month,*Camille,2019-06-27 00:00:00,6/27/2019 0:00,5/5/2019,Transfer,Partner,Dog,Intact Female,1 month,Labrador Retriever/Border Collie,Black/White,-1 days +09:16:00.000000000
A798561,2019-06-27 14:44:00,6/27/2019 14:44,Travis (TX),Owner Surrender,Normal,Intact Male,1 month,*Carl,2019-06-27 00:00:00,6/27/2019 0:00,5/5/2019,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Border Collie,Black/White,-1 days +09:16:00.000000000
A798562,2019-06-27 14:44:00,6/27/2019 14:44,Travis (TX),Owner Surrender,Normal,Intact Male,1 month,*Clarence,2019-06-27 00:00:00,6/27/2019 0:00,5/5/2019,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Border Collie,Black/White,-1 days +09:16:00.000000000
A798563,2019-06-27 14:44:00,6/27/2019 14:44,Travis (TX),Owner Surrender,Normal,Intact Male,1 month,*Chester,2019-06-27 00:00:00,6/27/2019 0:00,5/5/2019,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Border Collie,Black/White,-1 days +09:16:00.000000000
A798564,2019-06-27 14:44:00,6/27/2019 14:44,Travis (TX),Owner Surrender,Normal,Intact Male,1 month,*Clark,2019-06-27 00:00:00,6/27/2019 0:00,5/5/2019,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Border Collie,Black/White,-1 days +09:16:00.000000000
A798565,2019-06-27 14:44:00,6/27/2019 14:44,Travis (TX),Owner Surrender,Normal,Intact Male,1 month,*Chauncey,2019-06-27 00:00:00,6/27/2019 0:00,5/5/2019,Transfer,Partner,Dog,Intact Male,1 month,Labrador Retriever/Border Collie,Black/White,-1 days +09:16:00.000000000
A798838,2019-07-01 12:02:00,7/1/2019 12:02,131 Totvia  Drive in Bastrop (TX),Owner Surrender,Sick,Neutered Male,7 years,Cloudy,2019-07-01 09:15:00,7/1/2019 9:15,7/1/2012,Euthanasia,Suffering,Dog,Neutered Male,7 years,Great Pyrenees,White,-1 days +21:13:00.000000000
A800267,2019-07-18 16:19:00,7/18/2019 16:19,439 Industrial Boulevarad in Austin (TX),Owner Surrender,Normal,Intact Female,1 month,*Layla,2019-07-18 11:03:00,7/18/2019 11:03,5/18/2019,Died,In Kennel,Cat,Intact Female,1 month,Domestic Shorthair,Blue/White,-1 days +18:44:00.000000000
A800358,2019-07-19 17:01:00,7/19/2019 17:01,4504 Silverstone Dr in Austin (TX),Wildlife,Injured,Unknown,4 weeks,,2019-07-19 12:17:00,7/19/2019 12:17,6/19/2019,Euthanasia,Rabies Risk,Other,Unknown,4 weeks,Skunk,Black/White,-1 days +19:16:00.000000000
A800374,2019-07-20 02:30:00,7/20/2019 2:30,4807 Bayside Dr in Austin (TX),Stray,Injured,Unknown,4 months,,2019-07-20 00:00:00,7/20/2019 0:00,2/20/2019,Euthanasia,At Vet,Cat,Unknown,4 months,Domestic Shorthair Mix,White/Gray,-1 days +21:30:00.000000000
A800530,2019-07-22 15:58:00,7/22/2019 15:58,5007 Heflin Lane in Austin (TX),Stray,Normal,Intact Female,1 month,,2019-07-22 00:00:00,7/22/2019 0:00,5/31/2019,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Black,-1 days +08:02:00.000000000
A800531,2019-07-22 15:58:00,7/22/2019 15:58,5007 Heflin Lane in Austin (TX),Stray,Normal,Intact Female,1 month,,2019-07-22 00:00:00,7/22/2019 0:00,5/31/2019,Transfer,Partner,Dog,Intact Female,1 month,German Shepherd Mix,Brown/Black,-1 days +08:02:00.000000000
A800532,2019-07-22 15:58:00,7/22/2019 15:58,5007 Heflin Lane in Austin (TX),Stray,Normal,Intact Male,1 month,,2019-07-22 00:00:00,7/22/2019 0:00,5/31/2019,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Brown/Black,-1 days +08:02:00.000000000
A800533,2019-07-22 15:58:00,7/22/2019 15:58,5007 Heflin Lane in Austin (TX),Stray,Normal,Intact Male,1 month,,2019-07-22 00:00:00,7/22/2019 0:00,5/31/2019,Transfer,Partner,Dog,Intact Male,1 month,German Shepherd Mix,Brown/Black,-1 days +08:02:00.000000000
A800901,2019-07-28 15:33:00,7/28/2019 15:33,508 Springdale in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2019-07-28 10:48:00,7/28/2019 10:48,7/13/2019,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Cream Tabby,-1 days +19:15:00.000000000
A800902,2019-07-28 15:33:00,7/28/2019 15:33,508 Springdale in Austin (TX),Stray,Normal,Intact Male,2 weeks,,2019-07-28 10:48:00,7/28/2019 10:48,7/13/2019,Transfer,Partner,Cat,Intact Male,2 weeks,Domestic Shorthair Mix,Orange Tabby,-1 days +19:15:00.000000000
A800903,2019-07-28 15:33:00,7/28/2019 15:33,508 Springdale in Austin (TX),Stray,Normal,Intact Female,2 weeks,,2019-07-28 10:48:00,7/28/2019 10:48,7/13/2019,Transfer,Partner,Cat,Intact Female,2 weeks,Domestic Shorthair Mix,Calico,-1 days +19:15:00.000000000
A801502,2019-08-05 11:45:00,8/5/2019 11:45,7711 Copano Drive in Austin (TX),Stray,Injured,Neutered Male,4 years,,2019-08-05 00:00:00,8/5/2019 0:00,8/5/2015,Transfer,Partner,Cat,Neutered Male,4 years,Domestic Shorthair,Black/White,-1 days +12:15:00.000000000
A801570,2019-08-06 08:04:00,8/6/2019 8:04,Kramer And Parker in Austin (TX),Stray,Sick,Intact Female,1 year,,2019-08-06 00:00:00,8/6/2019 0:00,8/6/2018,Euthanasia,At Vet,Dog,Intact Female,1 year,Welsh Terrier,White,-1 days +15:56:00.000000000
A801571,2019-08-06 08:28:00,8/6/2019 8:28,Depew And 45Th in Austin (TX),Stray,Sick,Unknown,5 months,,2019-08-06 00:00:00,8/6/2019 0:00,2/6/2019,Euthanasia,At Vet,Cat,Unknown,5 months,Domestic Shorthair,Brown Tabby,-1 days +15:32:00.000000000
A801721,2019-09-09 09:04:00,9/9/2019 9:04,Salt Springs And Ringsby in Austin (TX),Stray,Injured,Intact Male,6 years,Sparky,2019-09-09 00:00:00,9/9/2019 0:00,8/8/2013,Died,At Vet,Dog,Intact Male,6 years,Jack Russell Terrier,Black,-1 days +14:56:00.000000000
A801923,2019-08-11 15:47:00,8/11/2019 15:47,10420 Crescendo Ln in Austin (TX),Public Assist,Normal,Unknown,1 year,,2019-08-11 11:41:00,8/11/2019 11:41,8/11/2018,Euthanasia,Rabies Risk,Other,Unknown,1 year,Bat,Brown,-1 days +19:54:00.000000000
A802017,2019-08-13 08:38:00,8/13/2019 8:38,6816 in Austin (TX),Stray,Injured,Intact Female,1 year,,2019-08-13 00:00:00,8/13/2019 0:00,2/13/2018,Died,At Vet,Cat,Intact Female,1 year,Domestic Shorthair,Black,-1 days +15:22:00.000000000
A802048,2019-07-31 12:57:00,7/31/2019 12:57,12034 Research in Austin (TX),Stray,Injured,Spayed Female,1 month,Beauty,2019-07-31 00:00:00,7/31/2019 0:00,6/13/2019,Euthanasia,At Vet,Dog,Spayed Female,1 month,Chihuahua Shorthair,Black,-1 days +11:03:00.000000000
A802049,2019-07-16 13:08:00,7/16/2019 13:08,16704 Hamilton in Austin (TX),Stray,Injured,Intact Male,0 years,,2019-07-16 00:00:00,7/16/2019 0:00,7/17/2019,Euthanasia,At Vet,Cat,Intact Male,0 years,Domestic Shorthair,White,-1 days +10:52:00.000000000
A802051,2019-08-13 13:17:00,8/13/2019 13:17,12370 Alameda Trace Circle in Austin (TX),Stray,Injured,Intact Female,1 year,,2019-08-13 00:00:00,8/13/2019 0:00,8/13/2018,Disposal,,Cat,Intact Female,1 year,Domestic Shorthair,White,-1 days +10:43:00.000000000
A802053,2019-07-25 13:28:00,7/25/2019 13:28,508 E Howard Lane in Austin (TX),Stray,Injured,Unknown,0 years,,2019-07-25 00:00:00,7/25/2019 0:00,7/25/2019,Euthanasia,At Vet,Cat,Unknown,0 years,Domestic Shorthair,Black,-1 days +10:32:00.000000000
A802809,2019-08-23 07:42:00,8/23/2019 7:42,2903 W Slaughter Lane in Austin (TX),Stray,Sick,Intact Male,1 year,,2019-08-23 00:00:00,8/23/2019 0:00,8/23/2018,Euthanasia,Suffering,Dog,Intact Male,1 year,Chihuahua Shorthair,Tan,-1 days +16:18:00.000000000
A803074,2019-08-27 08:58:00,8/27/2019 8:58,5608 Vol Walker in Austin (TX),Stray,Injured,Unknown,5 years,,2019-08-27 00:00:00,8/27/2019 0:00,8/27/2014,Disposal,,Cat,Unknown,5 years,Domestic Shorthair,Black,-1 days +15:02:00.000000000
A803075,2019-08-27 09:03:00,8/27/2019 9:03,Westgate And Jones in Austin (TX),Stray,Injured,Unknown,3 years,,2019-08-27 00:00:00,8/27/2019 0:00,8/27/2016,Disposal,,Cat,Unknown,3 years,Domestic Shorthair,Black,-1 days +14:57:00.000000000
A803267,2019-08-29 21:00:00,8/29/2019 21:00,11304 Walnut Ridge Dr in Austin (TX),Stray,Sick,Intact Male,6 years,,2019-08-29 09:35:00,8/29/2019 9:35,8/30/2013,Euthanasia,At Vet,Dog,Intact Male,6 years,Cairn Terrier Mix,Brown,-1 days +12:35:00.000000000
A803560,2019-09-02 22:34:00,9/2/2019 22:34,5515 Hiline in Austin (TX),Wildlife,Sick,Unknown,1 year,,2019-09-02 12:19:00,9/2/2019 12:19,9/2/2018,Disposal,,Other,Unknown,1 year,Fox,Red/Gray,-1 days +13:45:00.000000000
A803965,2019-09-09 10:38:00,9/9/2019 10:38,20815  Sunridge Drive in Austin (TX),Stray,Normal,Unknown,1 day,,2019-09-09 02:00:00,9/9/2019 2:00,9/8/2019,Died,,Cat,Unknown,1 day,Domestic Shorthair,Brown Tabby/White,-1 days +15:22:00.000000000
A804111,2019-09-10 17:56:00,9/10/2019 17:56,1800 Rock Cliff in Travis (TX),Wildlife,Sick,Unknown,1 year,,2019-09-10 12:19:00,9/10/2019 12:19,9/10/2018,Euthanasia,Rabies Risk,Other,Unknown,1 year,Skunk,Black/White,-1 days +18:23:00.000000000
A804268,2019-09-12 13:57:00,9/12/2019 13:57,15406 Patricia Street in Austin (TX),Stray,Injured,Intact Male,2 years,,2019-09-12 00:00:00,9/12/2019 0:00,9/12/2017,Died,Enroute,Dog,Intact Male,2 years,Miniature Poodle,White/Gray,-1 days +10:03:00.000000000
A804650,2019-09-16 18:08:00,9/16/2019 18:08,Austin (TX),Stray,Injured,Unknown,4 weeks,,2019-09-16 12:47:00,9/16/2019 12:47,8/16/2019,Transfer,Partner,Other,Unknown,4 weeks,Squirrel,Brown,-1 days +18:39:00.000000000
